Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Total Traded Quantity,Turnover,Average Price,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
09-Jan-2018,1226.8,1232.95,1246,1212.7,1231,1234.1,479684,590917194.9,1231.89,17732,145917,30.42
10-Jan-2018,1234.1,1245.05,1283.9,1230,1249,1249.3,849877,1068308523,1257.02,26078,180367,21.22
11-Jan-2018,1249.3,1254,1274.5,1238,1247,1245.5,489609,614897782.5,1255.9,15552,156092,31.88
12-Jan-2018,1245.5,1250.1,1260,1226.55,1237,1234.6,439434,547110261.05,1245.03,10354,209481,47.67
15-Jan-2018,1234.6,1236.9,1245,1224,1225.1,1228.85,283764,350677868.8,1235.81,12037,107137,37.76
16-Jan-2018,1228.85,1232.8,1237.95,1152,1186.5,1187,409503,492526208.3,1202.74,19670,188023,45.91
17-Jan-2018,1187,1183,1189,1159,1164,1167.35,518237,605496175.4,1168.38,19654,247702,47.8
18-Jan-2018,1167.35,1175,1180,1126.6,1135,1135.45,471953,543953093.85,1152.56,21255,233602,49.5
19-Jan-2018,1135.45,1138.8,1154,1126,1144.4,1144.35,240807,275315531.3,1143.3,8467,92963,38.6
22-Jan-2018,1144.35,1149,1186.7,1147.05,1179,1176.3,487998,572029173.35,1172.2,15692,154537,31.67
23-Jan-2018,1176.3,1182,1190,1161.6,1166.25,1169.2,301434,354657700.7,1176.57,10067,114874,38.11
24-Jan-2018,1169.2,1170,1174.8,1130.4,1147,1142.15,396369,457250643.95,1153.6,16909,179827,45.37
25-Jan-2018,1142.15,1150,1174.35,1140.2,1166,1159.3,553178,643015758.65,1162.4,20297,222938,40.3
29-Jan-2018,1159.3,1200,1263.8,1175,1179,1181.9,3086852,3761552197.1,1218.57,89849,856595,27.75
30-Jan-2018,1181.9,1180.7,1212.6,1150,1183.35,1184.6,992399,1172144105.2,1181.12,28966,193866,19.54
31-Jan-2018,1184.6,1180,1210,1172.05,1179.5,1179.65,750588,894679463.1,1191.97,32636,237782,31.68
01-Feb-2018,1179.65,1185,1205.9,1167,1176.5,1174.3,477292,565632111.3,1185.09,16082,124065,25.99
02-Feb-2018,1174.3,1162.8,1165,1108,1134,1135.1,595510,680275233.7,1142.34,29880,233185,39.16
05-Feb-2018,1135.1,1122.05,1134.5,1081.35,1119,1117.3,544060,605180239.15,1112.34,22693,155103,28.51
06-Feb-2018,1117.3,1075,1119,1060.1,1105.15,1105.7,706200,772417396.9,1093.77,27365,214134,30.32
07-Feb-2018,1105.7,1127.8,1134.7,1120,1120.4,1122.65,267181,300520209.3,1124.78,11514,95255,35.65
08-Feb-2018,1122.65,1129,1174,1125.05,1174,1165.55,493415,570625725.6,1156.48,16268,214809,43.54
09-Feb-2018,1165.55,1149.95,1195,1130,1180,1177.8,469818,550596391.75,1171.94,14680,111502,23.73
12-Feb-2018,1177.8,1189,1199.5,1180.05,1185.4,1187.2,241765,287591987.6,1189.55,11455,79564,32.91
14-Feb-2018,1187.2,1196.6,1208.25,1182.1,1193,1201.4,426463,509841572.75,1195.51,15714,143271,33.6
15-Feb-2018,1201.4,1206.95,1207,1180.45,1184.05,1183.95,269802,321575130.65,1191.89,15005,104184,38.61
16-Feb-2018,1183.95,1188.8,1191.3,1170.1,1174,1173.5,199767,235061702.8,1176.68,7688,51023,25.54
19-Feb-2018,1173.5,1179,1179,1162,1170,1168.9,224464,262111109,1167.72,8895,70669,31.48
20-Feb-2018,1168.9,1174.8,1189.7,1165.2,1185,1186.8,293782,346639512.9,1179.92,10535,93204,31.73
21-Feb-2018,1186.8,1191.8,1251,1182.3,1248,1237.8,1209483,1474591075.2,1219.19,40830,391316,32.35
22-Feb-2018,1237.8,1244.7,1257,1225.2,1240,1240.65,559675,694299154.7,1240.54,22371,176388,31.52
23-Feb-2018,1240.65,1250,1306,1250,1301.4,1300.25,1724635,2219322176.6,1286.84,59530,481782,27.94
26-Feb-2018,1300.25,1312,1327.35,1286.1,1291.2,1291.2,856069,1119957329.05,1308.26,38637,313931,36.67
27-Feb-2018,1291.2,1291.2,1369,1286,1367,1354.7,1794604,2398225979.8,1336.35,47439,401006,22.35
28-Feb-2018,1354.7,1354,1387,1330.5,1352,1348.15,1695261,2311441925.5,1363.47,64466,405144,23.9
01-Mar-2018,1348.15,1353.1,1365.5,1305.05,1312,1314.25,801383,1066048305.55,1330.26,38217,256989,32.07
05-Mar-2018,1314.25,1309.5,1338,1290.1,1312.1,1314.3,698817,916279189.65,1311.19,24840,196519,28.12
06-Mar-2018,1314.3,1320,1365.1,1312.2,1326,1327.15,1162430,1563366976.7,1344.91,40759,226353,19.47
07-Mar-2018,1327.15,1325,1332.85,1287.25,1302.5,1298.8,620343,814534160.35,1313.04,22933,183280,29.54
08-Mar-2018,1298.8,1313.15,1325,1270.6,1294.9,1293.15,609548,789498273,1295.22,30834,182086,29.87
09-Mar-2018,1293.15,1300,1328.4,1281,1300,1306.55,805817,1055081971.2,1309.33,25285,212964,26.43
12-Mar-2018,1306.55,1316.1,1336.7,1308.1,1314,1315.65,524560,693455202.05,1321.97,20718,143891,27.43
13-Mar-2018,1315.65,1312.5,1344.8,1312,1339.1,1337.9,529862,704458190.85,1329.51,19352,169016,31.9
14-Mar-2018,1337.9,1336,1363.9,1327,1342,1345.2,743796,1003418590.95,1349.05,27364,180677,24.29
15-Mar-2018,1345.2,1341,1367,1335,1360.05,1359.8,630902,855638238.8,1356.21,20355,137830,21.85
16-Mar-2018,1359.8,1359.8,1377.85,1347.85,1366.85,1365.8,1177277,1604601130.65,1362.98,27916,657647,55.86
19-Mar-2018,1365.8,1368,1385,1328,1341,1342.55,862762,1167754428.75,1353.51,29172,338120,39.19
20-Mar-2018,1342.55,1330,1350,1262,1345.05,1346.5,754220,1003055708.85,1329.92,26367,219979,29.17
21-Mar-2018,1346.5,1350,1354.85,1331.55,1339,1339.6,485353,651911526.25,1343.17,20142,156498,32.24
22-Mar-2018,1339.6,1340,1345.7,1311.05,1320.1,1320.45,501773,665891575.55,1327.08,17400,240523,47.93
23-Mar-2018,1320.45,1297.7,1299.75,1275.75,1278,1281.1,521909,671799249.8,1287.2,28095,256663,49.18
26-Mar-2018,1281.1,1288,1352,1282.5,1335,1341.45,841975,1111668424.2,1320.31,28058,338416,40.19
27-Mar-2018,1341.45,1351.95,1366,1345.05,1353,1355.2,502854,682142842.75,1356.54,25425,215084,42.77
28-Mar-2018,1355.2,1345,1350,1310,1312,1324.8,597115,794660319.85,1330.83,23568,358870,60.1
02-Apr-2018,1324.8,1328.8,1393,1326.35,1345,1357.3,1129225,1537611564.35,1361.65,36911,445517,39.45
03-Apr-2018,1357.3,1336.7,1371.4,1332.65,1364.5,1364.3,543718,738097576.45,1357.5,23488,156074,28.7
04-Apr-2018,1364.3,1369.3,1385.2,1350,1362.15,1359.15,682255,933967614.25,1368.94,28497,209295,30.68
05-Apr-2018,1359.15,1377.8,1410,1371.3,1401,1401.3,1261502,1761710683.65,1396.52,43308,337620,26.76
06-Apr-2018,1401.3,1400,1424,1385,1417.05,1419.85,966666,1363315754.85,1410.33,32987,226933,23.48
09-Apr-2018,1419.85,1412,1444.4,1412,1440,1440.5,698935,1000512109.05,1431.48,29457,194421,27.82
10-Apr-2018,1440.5,1445.5,1494.8,1445.5,1487.7,1488.85,1451168,2142645065.75,1476.5,48842,323208,22.27
11-Apr-2018,1488.85,1500,1514,1465,1470,1473,1015133,1509255203.75,1486.76,37727,308193,30.36
12-Apr-2018,1473,1470.1,1487.3,1460.1,1469,1471.25,543880,801472896.55,1473.62,24162,134426,24.72
13-Apr-2018,1471.25,1471.15,1489.8,1465,1469.8,1469.1,428624,633086278.65,1477.02,22419,129901,30.31
16-Apr-2018,1469.1,1461.05,1485,1460,1484.9,1481.4,410782,606749767.15,1477.06,20039,135021,32.87
17-Apr-2018,1481.4,1490.05,1518.3,1482,1494.25,1506.8,960273,1439714639.85,1499.28,37811,375775,39.13
18-Apr-2018,1506.8,1498,1508,1485.25,1494,1492.65,434205,650542072.4,1498.24,18686,147512,33.97
19-Apr-2018,1492.65,1498.45,1500,1483.25,1487,1488.65,272360,405912150.4,1490.35,12676,113614,41.71
20-Apr-2018,1488.65,1482.5,1491,1468,1475.45,1475.4,259880,383841205.85,1476.99,13649,110311,42.45
23-Apr-2018,1475.4,1475,1496.4,1475,1489.5,1489.5,374689,557524551,1487.97,25846,186671,49.82
24-Apr-2018,1489.5,1494.4,1496.5,1473.1,1474,1475.75,354315,524411939.35,1480.07,28574,208098,58.73
25-Apr-2018,1475.75,1472.85,1499.9,1466.1,1478,1480.25,590984,878596593.3,1486.67,21580,310965,52.62
26-Apr-2018,1480.25,1483,1491.3,1468,1473.9,1474.35,780443,1151928811.35,1475.99,22647,605475,77.58
27-Apr-2018,1474.35,1487.8,1495.75,1478.3,1483.7,1483,535094,795461120.25,1486.58,15773,358298,66.96
30-Apr-2018,1483,1493,1534.6,1485.9,1489.7,1490.65,1364434,2055342383.85,1506.37,59412,756316,55.43
02-May-2018,1490.65,1500.1,1509.7,1489,1498,1495.85,428795,642490512.7,1498.36,21398,221845,51.74
03-May-2018,1495.85,1495,1504,1475.1,1490,1492.3,451392,673379482.25,1491.78,27772,237796,52.68
04-May-2018,1492.3,1492,1499.65,1480.35,1487.95,1486.8,429322,640024330.3,1490.78,61766,244738,57.01
07-May-2018,1486.8,1460,1484.85,1436.05,1464.25,1465,1502803,2193446834.75,1459.57,52124,367016,24.42
08-May-2018,1465,1478,1479.7,1455,1466,1467.15,325900,478663001.2,1468.74,15359,112183,34.42
09-May-2018,1467.15,1466,1466,1444,1446.5,1447.75,452921,657666708.8,1452.06,18053,265169,58.55
10-May-2018,1447.75,1445,1479,1401.7,1452,1456.45,1369236,1972586753.15,1440.65,52715,513537,37.51
11-May-2018,1456.45,1458,1495.95,1446.5,1456,1453.9,658025,966827034.25,1469.29,29369,221722,33.7
14-May-2018,1453.9,1461.2,1473,1416,1423.85,1425.2,502361,725335240.85,1443.85,25729,288255,57.38
15-May-2018,1425.2,1434.9,1518.8,1434,1489,1485.45,2769439,4132771829.85,1492.28,87385,1508546,54.47
16-May-2018,1485.45,1481,1500,1477,1494.95,1494.95,1382741,2065932783.95,1494.09,86751,971026,70.22
17-May-2018,1494.95,1502.5,1513,1487,1495,1495,1065330,1594351411.25,1496.58,47318,675716,63.43
18-May-2018,1495,1495,1503,1375.95,1419.5,1417.2,3111215,4462715422.3,1434.4,110471,1111282,35.72
21-May-2018,1417.2,1414,1414,1333.1,1356,1345.45,1891905,2570120797.75,1358.48,86898,898438,47.49
22-May-2018,1345.45,1345.35,1398,1345.35,1384,1380.55,1443420,1987041026.1,1376.62,64885,661961,45.86
23-May-2018,1380.55,1390,1399.95,1347.2,1355,1358.75,1200347,1638303320.35,1364.86,51814,616180,51.33
24-May-2018,1358.75,1357,1450,1344.95,1423,1409.9,3580799,5032163696.35,1405.32,113922,1050048,29.32
25-May-2018,1409.9,1427.9,1506,1420,1502,1497.55,3256787,4810052421.8,1476.93,121769,1112497,34.16
28-May-2018,1497.55,1507,1530,1500,1530,1528.9,1945468,2963868335.9,1523.47,79372,1011009,51.97
29-May-2018,1528.9,1534.9,1553.95,1490,1544,1544.05,1145537,1747146198.85,1525.18,61230,389936,34.04
30-May-2018,1544.05,1544,1571.7,1544,1565.5,1565.95,1763571,2747106202.5,1557.7,78879,823626,46.7
31-May-2018,1565.95,1574.7,1611,1506.5,1530,1572.15,14993077,23547882543.65,1570.58,193038,11800144,78.7
01-Jun-2018,1572.15,1538.7,1563,1522.5,1530.9,1531.1,1002870,1546131279.5,1541.71,47447,420210,41.9
04-Jun-2018,1531.1,1534.05,1544.4,1482.4,1483.5,1486.4,1084158,1632002709.45,1505.32,70852,544910,50.26
05-Jun-2018,1486.4,1483.4,1499,1426.15,1452.05,1453.75,1286074,1888512659.95,1468.43,75393,613215,47.68
06-Jun-2018,1453.75,1461.8,1530,1434.6,1528.5,1519.55,1161863,1738404211.2,1496.22,52410,409112,35.21
07-Jun-2018,1519.55,1530,1562,1529.05,1557.65,1555.55,557719,864522829.1,1550.1,27408,161849,29.02
08-Jun-2018,1555.55,1547,1599,1535,1595.1,1593.55,1045556,1649103106.15,1577.25,39038,268791,25.71
11-Jun-2018,1593.55,1601,1618.8,1584,1591,1594.4,846296,1355999638.55,1602.28,36268,297911,35.2
12-Jun-2018,1594.4,1600,1610,1591,1606.2,1607.95,555328,891374668.95,1605.13,30980,222561,40.08
13-Jun-2018,1607.95,1610,1623,1588.3,1598.5,1595.85,377920,605541614.05,1602.3,22507,127950,33.86
14-Jun-2018,1595.85,1592,1595,1559,1564.7,1568.5,600354,944993879.65,1574.06,33977,272743,45.43
15-Jun-2018,1568.5,1551.8,1554.7,1527.1,1531,1535.35,758011,1166634703.35,1539.07,35877,286337,37.77
18-Jun-2018,1535.35,1515,1546.5,1502,1521.1,1523.65,577068,881207314.1,1527.04,25658,141133,24.46
19-Jun-2018,1523.65,1517,1524.8,1480.35,1483,1485.05,627824,940927619,1498.71,42706,241215,38.42
20-Jun-2018,1485.05,1488.15,1501.2,1474,1475,1483.75,367314,547702657.4,1491.1,21411,148768,40.5
21-Jun-2018,1483.75,1487,1514.9,1476,1490.25,1490.35,660901,988942319.8,1496.35,28461,182476,27.61
22-Jun-2018,1490.35,1496,1504.7,1486.05,1492,1494.25,355963,532213028.6,1495.14,18918,128444,36.08
25-Jun-2018,1494.25,1490.8,1503,1475.5,1478.45,1480.5,335682,499815525.2,1488.96,23819,134570,40.09
26-Jun-2018,1480.5,1480,1489,1462.1,1467,1468.25,292299,432091364.25,1478.25,20697,123867,42.38
27-Jun-2018,1468.25,1469.7,1486,1428.1,1451,1452.5,448860,655006040.75,1459.27,32940,182642,40.69
28-Jun-2018,1452.5,1455.8,1458.1,1420,1429.1,1435.45,431454,619166933.65,1435.07,26403,205014,47.52
29-Jun-2018,1435.45,1438.6,1495.4,1438.6,1487,1485.4,612439,902302171.3,1473.29,27796,303030,49.48
02-Jul-2018,1485.4,1495.95,1549,1495.95,1528.15,1525.9,916601,1396912789.7,1524.01,57878,365460,39.87
03-Jul-2018,1525.9,1531.65,1539.95,1505.5,1518,1521.95,353842,539656473.4,1525.13,16524,98580,27.86
04-Jul-2018,1521.95,1523.7,1557.95,1523,1543,1538.3,749317,1156836839.4,1543.86,38469,385594,51.46
05-Jul-2018,1538.3,1549,1561,1536.55,1545.05,1546.45,547315,847311013.3,1548.12,36332,282417,51.6
06-Jul-2018,1546.45,1547,1580,1544.4,1571.5,1568.25,782281,1227771949.35,1569.48,32098,386469,49.4
09-Jul-2018,1568.25,1578.1,1588,1550,1568,1563.85,428715,670108469.9,1563.06,24973,171435,39.99
10-Jul-2018,1563.85,1578.4,1603,1572.2,1596.1,1598.1,579803,924129731.1,1593.87,29378,278722,48.07
11-Jul-2018,1598.1,1596.7,1603.7,1587.65,1599,1595.95,440488,702437794.05,1594.68,33054,215664,48.96
12-Jul-2018,1595.95,1601,1606,1580.1,1584.95,1587.75,229303,364785100.55,1590.84,9359,62327,27.18
13-Jul-2018,1587.75,1591,1591.4,1551.9,1576.05,1576,335696,526289874.2,1567.76,29874,122336,36.44
16-Jul-2018,1576,1575.9,1576,1542,1547,1548.05,202405,315132588.85,1556.94,9892,80408,39.73
17-Jul-2018,1548.05,1547,1574.95,1542.1,1560,1561.65,285037,444850989.35,1560.68,16465,150691,52.87
18-Jul-2018,1561.65,1565.1,1574.9,1531,1551.05,1551.8,307206,476908713.25,1552.41,18156,142006,46.23
19-Jul-2018,1551.8,1552,1559.4,1512.7,1523,1522,302530,463602334.65,1532.42,21358,159928,52.86
20-Jul-2018,1522,1526.5,1538,1506,1516,1521.5,284746,433575656.85,1522.68,17788,135397,47.55
23-Jul-2018,1521.5,1523.8,1558,1523,1528,1531.6,468235,720477702,1538.71,23459,188117,40.18
24-Jul-2018,1531.6,1540,1584.95,1535,1564.9,1571.65,730751,1146460106.5,1568.88,39801,370117,50.65
25-Jul-2018,1571.65,1577,1589.7,1557.05,1562,1563.05,295399,464177311.85,1571.36,16455,133336,45.14
26-Jul-2018,1563.05,1566,1569.65,1540,1560,1556.6,276066,428770542.7,1553.15,13135,137286,49.73
27-Jul-2018,1556.6,1564,1572,1552,1565.85,1566.7,204509,319916143,1564.31,8543,64842,31.71
30-Jul-2018,1566.7,1573.3,1599.8,1562.05,1598,1594.85,624318,988723546.95,1583.69,19268,235390,37.7
31-Jul-2018,1594.85,1625,1664.55,1625,1653.6,1654.9,1614643,2661764993.4,1648.52,73216,536596,33.23
01-Aug-2018,1654.9,1655,1675,1641.5,1674.65,1669.7,709222,1178039174.35,1661.03,31220,292927,41.3
02-Aug-2018,1669.7,1676,1680,1635,1655,1656.35,368789,611798054.3,1658.94,17370,104029,28.21
03-Aug-2018,1656.35,1664,1666.7,1643.35,1646,1650.75,244485,404394137.05,1654.07,11629,115068,47.07
06-Aug-2018,1650.75,1657.8,1657.8,1626.3,1632,1635.55,266378,435970482.8,1636.66,21461,115151,43.23
07-Aug-2018,1635.55,1636,1642,1620.05,1622.5,1624.85,202687,330221720.5,1629.22,16705,90873,44.83
08-Aug-2018,1624.85,1626,1643.3,1615,1618.7,1627.85,322416,525076254.15,1628.57,21923,182385,56.57
09-Aug-2018,1627.85,1633.8,1639.8,1609,1611.1,1613.2,537932,871230353.2,1619.59,29738,389584,72.42
10-Aug-2018,1613.2,1613,1628,1586.65,1590.9,1589.4,430515,692322014.75,1608.13,37251,194417,45.16
13-Aug-2018,1589.4,1587.9,1587.9,1556,1563.95,1566.05,286536,450096230.2,1570.82,26950,163109,56.92
14-Aug-2018,1566.05,1570.8,1597.2,1560,1575,1571.6,393448,622083497.35,1581.11,26680,153253,38.95
16-Aug-2018,1571.6,1570,1584.4,1561,1567.95,1563.55,312923,491468198.45,1570.57,26919,168227,53.76
17-Aug-2018,1563.55,1568,1634.4,1564.7,1631,1616.7,924064,1481028943.5,1602.73,35475,308046,33.34
20-Aug-2018,1616.7,1640,1640,1598,1605,1614.15,352913,572419868.15,1621.99,30592,154440,43.76
21-Aug-2018,1614.15,1599,1599.9,1581.25,1589.9,1587.5,281703,448330714.9,1591.5,19926,108731,38.6
23-Aug-2018,1587.5,1591.4,1599.95,1551,1554,1554.85,502323,787020045.95,1566.76,38232,285459,56.83
24-Aug-2018,1554.85,1560,1583.9,1551.6,1560,1559.7,419647,658411440.7,1568.96,26893,138730,33.06
27-Aug-2018,1559.7,1569,1608,1561,1581.9,1588.1,829800,1319374833.1,1589.99,33198,288042,34.71
28-Aug-2018,1588.1,1589,1598,1578,1592,1592.45,319442,508208030.9,1590.92,22265,126516,39.61
29-Aug-2018,1592.45,1592,1623,1575.1,1596,1603.1,1145849,1833345316.3,1599.99,28342,370449,32.33
30-Aug-2018,1603.1,1602,1602,1582.5,1591.8,1591.8,268281,427053996.65,1591.82,12293,113166,42.18
31-Aug-2018,1591.8,1591.9,1614.9,1585.25,1604.85,1604.5,428424,686234787.05,1601.77,20025,162824,38.01
03-Sep-2018,1604.5,1613.4,1620,1590,1593,1604.65,507075,815232954.2,1607.72,25624,260950,51.46
04-Sep-2018,1604.65,1595,1599.7,1565,1573.4,1573.4,298697,472203174.05,1580.88,20642,155243,51.97
05-Sep-2018,1573.4,1569,1586.95,1549,1564.5,1564.3,322821,505121329.75,1564.71,33324,145152,44.96
06-Sep-2018,1564.3,1564,1579.45,1542.95,1570,1560.5,395596,616581132.1,1558.61,26036,176677,44.66
07-Sep-2018,1560.5,1570,1590,1555,1558,1561.2,429987,675316164.9,1570.55,24971,159303,37.05
10-Sep-2018,1561.2,1558,1573.75,1434,1519,1526.4,397261,611328347.5,1538.86,21560,187293,47.15
11-Sep-2018,1526.4,1525,1548.9,1501,1509.25,1506.8,490228,743626013.75,1516.9,19329,135878,27.72
12-Sep-2018,1506.8,1509,1539,1490.95,1523,1522.6,334489,507085505.45,1516,20469,115933,34.66
14-Sep-2018,1522.6,1533,1548.95,1516.6,1537,1535.15,338650,518380111.15,1530.73,17715,168152,49.65
17-Sep-2018,1535.15,1534,1541.5,1512,1523.5,1524.8,225106,343530100.35,1526.08,13265,95652,42.49
18-Sep-2018,1524.8,1525,1549.9,1520.5,1533.9,1534.7,325924,500194215.15,1534.7,15860,167306,51.33
19-Sep-2018,1534.7,1540,1544.45,1502,1515,1515.15,311397,473399643.65,1520.24,12922,142302,45.7
21-Sep-2018,1515.15,1526.9,1530.15,1429,1512,1501.85,706967,1054876323.1,1492.12,32494,372263,52.66
24-Sep-2018,1501.85,1505,1509.95,1445.6,1448.6,1450.75,384113,561765731.95,1462.5,19417,186156,48.46
25-Sep-2018,1450.75,1450.75,1458.5,1415,1433,1427.15,451227,646568257.85,1432.91,20399,189556,42.01
26-Sep-2018,1427.15,1460,1460,1415,1415.1,1420.8,298196,427468139.8,1433.51,19439,120612,40.45
27-Sep-2018,1420.8,1422,1439.8,1381,1411.05,1404.75,325965,459607387.6,1409.99,21523,134539,41.27
28-Sep-2018,1404.75,1407,1424.85,1340.25,1396,1395.95,501111,691507082.85,1379.95,26233,195737,39.06
01-Oct-2018,1395.95,1390,1390,1320,1342.75,1348.75,613637,828315963.9,1349.85,35574,234531,38.22
03-Oct-2018,1348.75,1340,1360.9,1288,1289,1301.4,535074,710789690.4,1328.4,34219,249980,46.72
04-Oct-2018,1301.4,1275,1370,1240.2,1350,1346.35,1569172,2038194695.05,1298.9,86362,593753,37.84
05-Oct-2018,1346.35,1348.9,1392.7,1311.25,1318.9,1331.2,564118,764045314.85,1354.41,31156,146109,25.9
08-Oct-2018,1331.2,1332,1346.7,1280.2,1300.55,1304.9,557430,733916625.85,1316.61,42825,213284,38.26
09-Oct-2018,1304.9,1305,1385,1283.1,1376,1372.5,686111,919716938.2,1340.48,27116,227639,33.18
10-Oct-2018,1372.5,1365,1385.95,1356.4,1371.65,1374.4,581933,799487468.4,1373.85,42378,305825,52.55
11-Oct-2018,1374.4,1343,1368,1300,1325.4,1326.1,479252,641174870,1337.87,26343,170074,35.49
12-Oct-2018,1326.1,1345,1421,1341,1414.9,1411.7,899147,1246228459.85,1386.01,50111,331241,36.84
15-Oct-2018,1411.7,1334.8,1359,1306.15,1323.7,1329.75,2056672,2738238137.05,1331.39,122072,572830,27.85
16-Oct-2018,1329.75,1330,1347.95,1325,1334,1336.95,678083,905456985.85,1335.32,38728,245508,36.21
17-Oct-2018,1336.95,1344.9,1354,1300,1304,1308.65,549534,731206443.15,1330.59,26721,201754,36.71
19-Oct-2018,1308.65,1300,1300.3,1226,1231,1234.25,843104,1057037265.6,1253.74,59724,400381,47.49
22-Oct-2018,1234.25,1240,1250,1181.7,1189.95,1191.8,519494,629361655.8,1211.49,26267,149896,28.85
23-Oct-2018,1191.8,1180,1183.95,1125.75,1136,1133.7,1028808,1178769044.55,1145.76,45392,471010,45.78
24-Oct-2018,1133.7,1150,1179,1142.55,1174.9,1168.25,803320,936803866.8,1166.17,52580,393503,48.98
25-Oct-2018,1168.25,1155,1209,1143.1,1195.05,1187.1,698215,829449378.6,1187.96,34075,202053,28.94
26-Oct-2018,1187.1,1190,1264,1165,1228,1226.6,1177435,1446143720.4,1228.22,48349,282992,24.03
29-Oct-2018,1157.52,1175.33,1202.27,1159.14,1173.75,1167.24,753710,9.67E+08,1178.51,30184.5,312851,34.9261
